==================================================================
fastsimcoal started on 26/06/2025 at 15:32:23

TMRCAs per non-recombining segment
Locus	Segment_length	Data_Type	Time_(gen)	deme	Num_Mutations
1957	1	data unknown	1426.75	0	0
1958	1	data unknown	2375.86	0	0
1959	1	data unknown	757.698	0	0
1960	1	data unknown	1196.76	0	0
1961	1	data unknown	180.382	0	0
1962	1	data unknown	649.643	0	0
1963	1	data unknown	853.218	0	0
1964	1	data unknown	1488.53	0	0
1965	1	data unknown	267.96	0	0
1966	1	data unknown	3025.03	0	0
1967	1	data unknown	97.1909	0	0
1968	1	data unknown	2076.27	0	0
1969	1	data unknown	1034.23	0	0
1970	1	data unknown	224.182	0	0
1971	1	data unknown	641.983	0	0
1972	1	data unknown	1914.73	0	0
1973	1	data unknown	1300.24	0	0
1974	1	data unknown	2162.08	0	0
1975	1	data unknown	1362.96	0	0
1976	1	data unknown	172.211	0	0
1977	1	data unknown	2168.34	0	0
1978	1	data unknown	299.782	0	0
1979	1	data unknown	666.908	0	0
1980	1	data unknown	1690.89	0	0
1981	1	data unknown	496.849	0	0
1982	1	data unknown	2655.11	0	0
1983	1	data unknown	113.907	0	0
1984	1	data unknown	2276.39	0	0
1985	1	data unknown	2272.63	0	0
1986	1	data unknown	1606.91	0	0
1987	1	data unknown	176.178	0	0
1988	1	data unknown	2030.85	0	0
1989	1	data unknown	612.411	0	0
1990	1	data unknown	473.991	0	0
1991	1	data unknown	591.431	0	0
1992	1	data unknown	2266.79	0	0
1993	1	data unknown	2765.45	0	0
1994	1	data unknown	1178.66	0	0
1995	1	data unknown	3655.72	0	0
1996	1	data unknown	655.495	0	0
1997	1	data unknown	2509.64	0	0
1998	1	data unknown	2690.75	0	0
1999	1	data unknown	1160.39	0	0
2000	1	data unknown	2180.4	0	0
2001	1	data unknown	3153.43	0	0
2002	1	data unknown	312.584	0	0
2003	1	data unknown	2055.33	0	0
2004	1	data unknown	1080.53	0	0
2005	1	data unknown	1796.45	0	0
2006	1	data unknown	2808.9	0	0
2007	1	data unknown	650.146	0	0
2008	1	data unknown	3245.22	0	0
2009	1	data unknown	2170.31	0	0
2010	1	data unknown	1354.45	0	0
2011	1	data unknown	1361.99	0	0
2012	1	data unknown	2765.9	0	0
2013	1	data unknown	2202.17	0	0
2014	1	data unknown	977.478	0	0
2015	1	data unknown	3057.61	0	0
2016	1	data unknown	2690.5	0	0
2017	1	data unknown	1009.12	0	0
2018	1	data unknown	2157.69	0	0
2019	1	data unknown	2626.62	0	0
2020	1	data unknown	713.623	0	0
2021	1	data unknown	1057.05	0	0
2022	1	data unknown	1789.37	0	0
2023	1	data unknown	269.035	0	0
2024	1	data unknown	1487.09	0	0
2025	1	data unknown	239.075	0	0
2026	1	data unknown	2017.21	0	0
2027	1	data unknown	191.277	0	0
2028	1	data unknown	675.72	0	0
2029	1	data unknown	233.322	0	0
2030	1	data unknown	1938.84	0	0
2031	1	data unknown	841.98	0	0
2032	1	data unknown	1056.76	0	0
2033	1	data unknown	2130.26	0	0
2034	1	data unknown	594.421	0	0
2035	1	data unknown	1378.69	0	0
2036	1	data unknown	381.943	0	0
2037	1	data unknown	2942.62	0	0
2038	1	data unknown	2017.87	0	0
2039	1	data unknown	173.096	0	0
2040	1	data unknown	906.342	0	0
2041	1	data unknown	2110.97	0	0
2042	1	data unknown	1708.48	0	0
2043	1	data unknown	2389.17	0	0
2044	1	data unknown	597.717	0	0
2045	1	data unknown	1229.65	0	0
2046	1	data unknown	32.5317	0	0
2047	1	data unknown	99.8001	0	0
2048	1	data unknown	1638.32	0	0
2049	1	data unknown	25.7645	0	0
2050	1	data unknown	681.076	0	0
2051	1	data unknown	1015.62	0	0
2052	1	data unknown	1965.39	0	0
2053	1	data unknown	2208.67	0	0
2054	1	data unknown	140.083	0	0
2055	1	data unknown	221.375	0	0
2056	1	data unknown	2897.24	0	0
2057	1	data unknown	301.994	0	0
2058	1	data unknown	255.966	0	0
2059	1	data unknown	2718.68	0	0
2060	1	data unknown	412.155	0	0
2061	1	data unknown	933.281	0	0
2062	1	data unknown	738.121	0	0
2063	1	data unknown	1960.88	0	0
2064	1	data unknown	2090.09	0	0
2065	1	data unknown	1782.39	0	0
2066	1	data unknown	96.6949	0	0
2067	1	data unknown	1184.84	0	0
2068	1	data unknown	435.066	0	0
2069	1	data unknown	656.006	0	0
2070	1	data unknown	2134.85	0	0
2071	1	data unknown	79.567	0	0
2072	1	data unknown	920.616	0	0
2073	1	data unknown	916.611	0	0
2074	1	data unknown	767.815	0	0
2075	1	data unknown	2387.07	0	0
2076	1	data unknown	1134.72	0	0
2077	1	data unknown	564.888	0	0
2078	1	data unknown	94.7266	0	0
2079	1	data unknown	617.05	0	0
2080	1	data unknown	2248.98	0	0
2081	1	data unknown	1039.53	0	0
2082	1	data unknown	922.92	0	0
2083	1	data unknown	2094.3	0	0
2084	1	data unknown	666.664	0	0
2085	1	data unknown	2078.21	0	0
2086	1	data unknown	2046.49	0	0
2087	1	data unknown	2787.68	0	0
2088	1	data unknown	1426.25	0	0
2089	1	data unknown	2665.2	0	0
2090	1	data unknown	1571.23	0	0
2091	1	data unknown	921.196	0	0
2092	1	data unknown	2043.03	0	0
2093	1	data unknown	2993.72	0	0
2094	1	data unknown	2027.28	0	0
2095	1	data unknown	314.125	0	0
2096	1	data unknown	511.665	0	0
2097	1	data unknown	2143.53	0	0
2098	1	data unknown	3034.92	0	0
2099	1	data unknown	2158.87	0	0
2100	1	data unknown	359.032	0	0
2101	1	data unknown	100.159	0	0
2102	1	data unknown	1535.4	0	0
2103	1	data unknown	347.176	0	0
2104	1	data unknown	2823.11	0	0
2105	1	data unknown	432.48	0	0
2106	1	data unknown	1782.88	0	0
2107	1	data unknown	2726.47	0	0
2108	1	data unknown	2959.24	0	0
2109	1	data unknown	580.62	0	0
2110	1	data unknown	1070.95	0	0
2111	1	data unknown	556.9	0	0
2112	1	data unknown	247.704	0	0
2113	1	data unknown	2273.59	0	0
2114	1	data unknown	223.099	0	0
2115	1	data unknown	1487.53	0	0
2116	1	data unknown	243.08	0	0
2117	1	data unknown	2428.76	0	0
2118	1	data unknown	1136.98	0	0
2119	1	data unknown	313.782	0	0
2120	1	data unknown	774.513	0	0
2121	1	data unknown	1322.69	0	0
2122	1	data unknown	2688.46	0	0
2123	1	data unknown	723.404	0	0
2124	1	data unknown	2249.53	0	0
2125	1	data unknown	2524.79	0	0
2126	1	data unknown	1657.89	0	0
2127	1	data unknown	829.468	0	0
2128	1	data unknown	128.441	0	0
2129	1	data unknown	2602.19	0	0
2130	1	data unknown	1191.65	0	0
2131	1	data unknown	2469.35	0	0
2132	1	data unknown	140.053	0	0
2133	1	data unknown	2324.67	0	0
2134	1	data unknown	149.078	0	0
2135	1	data unknown	2094.69	0	0
2136	1	data unknown	2123.81	0	0
2137	1	data unknown	323.814	0	0
2138	1	data unknown	555.748	0	0
2139	1	data unknown	336.792	0	0
2140	1	data unknown	77.3544	0	0
2141	1	data unknown	1733.64	0	0
2142	1	data unknown	2085.39	0	0
2143	1	data unknown	421.104	0	0
2144	1	data unknown	1254.17	0	0
2145	1	data unknown	185.684	0	0
2146	1	data unknown	645.264	0	0
2147	1	data unknown	2682.4	0	0
2148	1	data unknown	1336.69	0	0
2149	1	data unknown	881.592	0	0
2150	1	data unknown	2785.85	0	0
2151	1	data unknown	441.177	0	0
2152	1	data unknown	2238.18	0	0
2153	1	data unknown	1200.6	0	0
2154	1	data unknown	986.427	0	0
2155	1	data unknown	629.204	0	0
2156	1	data unknown	2946.36	0	0
2157	1	data unknown	2699.1	0	0
2158	1	data unknown	591.125	0	0
2159	1	data unknown	925.285	0	0
2160	1	data unknown	2120.31	0	0
2161	1	data unknown	371.674	0	0
2162	1	data unknown	2040.43	0	0
2163	1	data unknown	1165.02	0	0
2164	1	data unknown	664.375	0	0
2165	1	data unknown	2528.59	0	0
2166	1	data unknown	1362.11	0	0
2167	1	data unknown	845.131	0	0
2168	1	data unknown	1575.5	0	0
2169	1	data unknown	578.88	0	0
2170	1	data unknown	2570.37	0	0
2171	1	data unknown	603.371	0	0
2172	1	data unknown	2420.62	0	0
2173	1	data unknown	2724.94	0	0
2174	1	data unknown	156.296	0	0
2175	1	data unknown	839.867	0	0
2176	1	data unknown	850.975	0	0
2177	1	data unknown	282.135	0	0
2178	1	data unknown	1423.65	0	0
2179	1	data unknown	2881.57	0	0
2180	1	data unknown	2197.47	0	0
2181	1	data unknown	177.841	0	0
2182	1	data unknown	2229.66	0	0
2183	1	data unknown	415.878	0	0
2184	1	data unknown	2604.16	0	0
2185	1	data unknown	2053.38	0	0
2186	1	data unknown	270.432	0	0
2187	1	data unknown	1207.02	0	0
2188	1	data unknown	1634.35	0	0
2189	1	data unknown	379.883	0	0
2190	1	data unknown	20.3781	0	0
2191	1	data unknown	3246.91	0	0
2192	1	data unknown	2303.05	0	0
2193	1	data unknown	2667.62	0	0
2194	1	data unknown	2148.54	0	0
2195	1	data unknown	2010.21	0	0
2196	1	data unknown	2480.17	0	0
2197	1	data unknown	2085.86	0	0
2198	1	data unknown	801.01	0	0
2199	1	data unknown	619.705	0	0
2200	1	data unknown	94.429	0	0
2201	1	data unknown	114.418	0	0
2202	1	data unknown	803.665	0	0
2203	1	data unknown	378.479	0	0
2204	1	data unknown	406.761	0	0
2205	1	data unknown	1993.01	0	0
2206	1	data unknown	543.892	0	0
2207	1	data unknown	153.458	0	0
2208	1	data unknown	135.551	0	0
2209	1	data unknown	2189.04	0	0
2210	1	data unknown	1970.76	0	0
2211	1	data unknown	96.9849	0	0
2212	1	data unknown	1366.73	0	0
2213	1	data unknown	247.055	0	0
2214	1	data unknown	3159.86	0	0
2215	1	data unknown	1376.83	0	0
2216	1	data unknown	1379.69	0	0
2217	1	data unknown	344.948	0	0
2218	1	data unknown	2184.91	0	0
2219	1	data unknown	1640.77	0	0
2220	1	data unknown	176.125	0	0
2221	1	data unknown	190.292	0	0
2222	1	data unknown	2349.38	0	0
2223	1	data unknown	2324.63	0	0
2224	1	data unknown	1580.47	0	0
2225	1	data unknown	1488.75	0	0
2226	1	data unknown	1158.49	0	0
2227	1	data unknown	1535.05	0	0
2228	1	data unknown	75.7141	0	0
2229	1	data unknown	323.143	0	0
2230	1	data unknown	2042.82	0	0
2231	1	data unknown	959.198	0	0
2232	1	data unknown	1213.88	0	0
2233	1	data unknown	1628.72	0	0
2234	1	data unknown	842.926	0	0
2235	1	data unknown	13.3972	0	0
2236	1	data unknown	1237.82	0	0
2237	1	data unknown	737.244	0	0
2238	1	data unknown	2330.79	0	0
2239	1	data unknown	2046.78	0	0
2240	1	data unknown	2192.48	0	0
2241	1	data unknown	2016.72	0	0
2242	1	data unknown	325.89	0	0
2243	1	data unknown	1056.71	0	0
2244	1	data unknown	2534.51	0	0
2245	1	data unknown	2072.84	0	0
2246	1	data unknown	2567.21	0	0
2247	1	data unknown	3055.67	0	0
2248	1	data unknown	2454.38	0	0
2249	1	data unknown	471.39	0	0
2250	1	data unknown	2238.17	0	0
2251	1	data unknown	3994.37	0	0
2252	1	data unknown	2521.85	0	0
2253	1	data unknown	2547.31	0	0
2254	1	data unknown	3074.19	0	0
2255	1	data unknown	226.494	0	0
2256	1	data unknown	245.72	0	0
2257	1	data unknown	416.55	0	0
2258	1	data unknown	2095.43	0	0
2259	1	data unknown	146.965	0	0
2260	1	data unknown	2451.36	0	0
2261	1	data unknown	939.964	0	0
2262	1	data unknown	677.46	0	0
2263	1	data unknown	2973.44	0	0
2264	1	data unknown	2475.39	0	0
2265	1	data unknown	2137.42	0	0
2266	1	data unknown	2131.49	0	0
2267	1	data unknown	2497.6	0	0
2268	1	data unknown	1718.22	0	0
2269	1	data unknown	1815.15	0	0
2270	1	data unknown	972.565	0	0
2271	1	data unknown	788.46	0	0
2272	1	data unknown	302.002	0	0
2273	1	data unknown	1344.44	0	0
2274	1	data unknown	238.403	0	0
2275	1	data unknown	1453.97	0	0
2276	1	data unknown	2301.37	0	0
2277	1	data unknown	1415.34	0	0
2278	1	data unknown	1017.62	0	0
2279	1	data unknown	2469.17	0	0
2280	1	data unknown	2398.13	0	0
2281	1	data unknown	1590.53	0	0
2282	1	data unknown	846.336	0	0
2283	1	data unknown	826.035	0	0
2284	1	data unknown	79.5364	0	0
2285	1	data unknown	1214.55	0	0
2286	1	data unknown	3644.42	0	0
2287	1	data unknown	2349.48	0	0
2288	1	data unknown	1269.61	0	0
2289	1	data unknown	174.881	0	0
2290	1	data unknown	7.24792	0	0
2291	1	data unknown	3840	0	0
2292	1	data unknown	1380.02	0	0
2293	1	data unknown	710.396	0	0
2294	1	data unknown	1605.61	0	0
2295	1	data unknown	614.769	0	0
2296	1	data unknown	1453.19	0	0
2297	1	data unknown	263.084	0	0
2298	1	data unknown	2322.57	0	0
2299	1	data unknown	1059.46	0	0
2300	1	data unknown	737.778	0	0
2301	1	data unknown	1973.62	0	0
2302	1	data unknown	2677.85	0	0
2303	1	data unknown	2122.09	0	0
2304	1	data unknown	105.965	0	0
2305	1	data unknown	1165.24	0	0
2306	1	data unknown	349.426	0	0
2307	1	data unknown	2658.26	0	0
2308	1	data unknown	2129.6	0	0
2309	1	data unknown	149.513	0	0
2310	1	data unknown	389.694	0	0
2311	1	data unknown	141.808	0	0
2312	1	data unknown	2851.32	0	0
2313	1	data unknown	2251.9	0	0
2314	1	data unknown	142.227	0	0
2315	1	data unknown	2459.59	0	0
2316	1	data unknown	687.782	0	0
2317	1	data unknown	699.86	0	0
2318	1	data unknown	735.657	0	0
2319	1	data unknown	567.177	0	0
2320	1	data unknown	1983.38	0	0
2321	1	data unknown	1217.25	0	0
2322	1	data unknown	1.89209	0	0
2323	1	data unknown	3552.69	0	0
2324	1	data unknown	2098.8	0	0
2325	1	data unknown	2336.32	0	0
2326	1	data unknown	2085.87	0	0
2327	1	data unknown	862.221	0	0
2328	1	data unknown	577.034	0	0
2329	1	data unknown	1791.04	0	0
2330	1	data unknown	508.858	0	0
2331	1	data unknown	21.7896	0	0
2332	1	data unknown	445.557	0	0
2333	1	data unknown	2860.18	0	0
2334	1	data unknown	391.418	0	0
2335	1	data unknown	1064.34	0	0
2336	1	data unknown	1825.63	0	0
2337	1	data unknown	2608.78	0	0
2338	1	data unknown	2435.1	0	0
2339	1	data unknown	556.557	0	0
2340	1	data unknown	2205.42	0	0
2341	1	data unknown	1993.87	0	0
2342	1	data unknown	1882.94	0	0
2343	1	data unknown	946.999	0	0
2344	1	data unknown	2253.99	0	0
2345	1	data unknown	2793.79	0	0
2346	1	data unknown	765.945	0	0
2347	1	data unknown	2783.49	0	0
2348	1	data unknown	2208.54	0	0
2349	1	data unknown	2777.07	0	0
2350	1	data unknown	2753.48	0	0
2351	1	data unknown	1079.54	0	0
2352	1	data unknown	806.732	0	0
2353	1	data unknown	14.9155	0	0
2354	1	data unknown	340.675	0	0
2355	1	data unknown	3069.48	0	0
2356	1	data unknown	1394.17	0	0
2357	1	data unknown	2065.05	0	0
2358	1	data unknown	236.969	0	0
2359	1	data unknown	2325.77	0	0
2360	1	data unknown	326.645	0	0
2361	1	data unknown	1175.7	0	0
2362	1	data unknown	2823.57	0	0
2363	1	data unknown	125.137	0	0
2364	1	data unknown	821.777	0	0
2365	1	data unknown	979.996	0	0
2366	1	data unknown	2031.85	0	0
2367	1	data unknown	505.394	0	0
2368	1	data unknown	1498.33	0	0
2369	1	data unknown	2625.6	0	0
2370	1	data unknown	2688.96	0	0
2371	1	data unknown	987.793	0	0
2372	1	data unknown	344.101	0	0
2373	1	data unknown	834.389	0	0
2374	1	data unknown	2098.85	0	0
2375	1	data unknown	2306.1	0	0
2376	1	data unknown	3338.95	0	0
2377	1	data unknown	3041.62	0	0
2378	1	data unknown	2068.63	0	0
2379	1	data unknown	2228.54	0	0
2380	1	data unknown	2696.18	0	0
2381	1	data unknown	207.199	0	0
2382	1	data unknown	831.161	0	0
2383	1	data unknown	2290.83	0	0
2384	1	data unknown	2825.71	0	0
2385	1	data unknown	2295.57	0	0
2386	1	data unknown	0.686646	0	0
2387	1	data unknown	2070.74	0	0
2388	1	data unknown	637.84	0	0
2389	1	data unknown	646.477	0	0
2390	1	data unknown	1534.95	0	0
2391	1	data unknown	2548.92	0	0
2392	1	data unknown	847.366	0	0
2393	1	data unknown	303.818	0	0
2394	1	data unknown	2194.03	0	0
2395	1	data unknown	1425.51	0	0
2396	1	data unknown	917.252	0	0
2397	1	data unknown	250.679	0	0
2398	1	data unknown	2509.39	0	0
2399	1	data unknown	1387.1	0	0
2400	1	data unknown	785.316	0	0
2401	1	data unknown	2644.54	0	0
2402	1	data unknown	2125.76	0	0
2403	1	data unknown	87.6236	0	0
2404	1	data unknown	120.59	0	0
2405	1	data unknown	142.204	0	0
2406	1	data unknown	1273.15	0	0
2407	1	data unknown	723.625	0	0
2408	1	data unknown	1991.55	0	0
2409	1	data unknown	431.48	0	0
2410	1	data unknown	502.083	0	0
2411	1	data unknown	1372.3	0	0
2412	1	data unknown	2702.9	0	0
2413	1	data unknown	1585.24	0	0
2414	1	data unknown	454.781	0	0
2415	1	data unknown	239.51	0	0
2416	1	data unknown	1950.38	0	0
2417	1	data unknown	1440.77	0	0
2418	1	data unknown	270.706	0	0
2419	1	data unknown	785.965	0	0
2420	1	data unknown	1745.31	0	0
2421	1	data unknown	2766.52	0	0
2422	1	data unknown	590.752	0	0
2423	1	data unknown	926.01	0	0
2424	1	data unknown	169.106	0	0
2425	1	data unknown	297.119	0	0
2426	1	data unknown	752.861	0	0
2427	1	data unknown	1112.15	0	0
2428	1	data unknown	748.558	0	0
2429	1	data unknown	1905.88	0	0
2430	1	data unknown	591.347	0	0
2431	1	data unknown	542.503	0	0
2432	1	data unknown	3016.69	0	0
2433	1	data unknown	140.007	0	0
2434	1	data unknown	3144.34	0	0
2435	1	data unknown	277.016	0	0
2436	1	data unknown	2012.16	0	0
2437	1	data unknown	470.1	0	0
2438	1	data unknown	2374.24	0	0
2439	1	data unknown	1600.02	0	0
2440	1	data unknown	2115.76	0	0
2441	1	data unknown	2286.16	0	0
2442	1	data unknown	369.728	0	0
2443	1	data unknown	2013.81	0	0
2444	1	data unknown	2399.99	0	0
2445	1	data unknown	993.851	0	0
2446	1	data unknown	2762.28	0	0
2447	1	data unknown	1939.59	0	0
2448	1	data unknown	751.015	0	0
2449	1	data unknown	1258.31	0	0
2450	1	data unknown	1117.97	0	0
2451	1	data unknown	729.988	0	0
2452	1	data unknown	3058.39	0	0
2453	1	data unknown	795.822	0	0
2454	1	data unknown	326.508	0	0
2455	1	data unknown	969.315	0	0
2456	1	data unknown	2674.25	0	0
2457	1	data unknown	2264.84	0	0
2458	1	data unknown	2333.62	0	0
2459	1	data unknown	59.3414	0	0
2460	1	data unknown	1716.43	0	0
2461	1	data unknown	331.467	0	0
2462	1	data unknown	142.296	0	0
2463	1	data unknown	2044.93	0	0
2464	1	data unknown	231.544	0	0
2465	1	data unknown	6.40869	0	0
2466	1	data unknown	1577.64	0	0
2467	1	data unknown	30.7846	0	0
2468	1	data unknown	1161.24	0	0
2469	1	data unknown	717.3	0	0
2470	1	data unknown	2503.51	0	0
2471	1	data unknown	1819.63	0	0
2472	1	data unknown	337.746	0	0
2473	1	data unknown	2972.59	0	0
2474	1	data unknown	1866.59	0	0
2475	1	data unknown	1197.2	0	0
2476	1	data unknown	1093.85	0	0
2477	1	data unknown	2998.66	0	0
2478	1	data unknown	5577.62	0	0
2479	1	data unknown	2542.95	0	0
2480	1	data unknown	2689.52	0	0
2481	1	data unknown	36.1862	0	0
2482	1	data unknown	1657.05	0	0
2483	1	data unknown	2129.92	0	0
2484	1	data unknown	96.9849	0	0
2485	1	data unknown	394.081	0	0
2486	1	data unknown	895.142	0	0
2487	1	data unknown	3008.51	0	0
2488	1	data unknown	2026.83	0	0
2489	1	data unknown	837.875	0	0
2490	1	data unknown	130.257	0	0
2491	1	data unknown	4115.04	0	0
2492	1	data unknown	2081.84	0	0
2493	1	data unknown	2827.49	0	0
2494	1	data unknown	1628.12	0	0
2495	1	data unknown	127.052	0	0
2496	1	data unknown	362.717	0	0
2497	1	data unknown	2513.89	0	0
2498	1	data unknown	558.8	0	0
2499	1	data unknown	559.319	0	0
2500	1	data unknown	2837.29	0	0
2501	1	data unknown	1760.39	0	0
2502	1	data unknown	2880.45	0	0
2503	1	data unknown	767.982	0	0
2504	1	data unknown	2877.66	0	0
2505	1	data unknown	1942.14	0	0
2506	1	data unknown	980.125	0	0
2507	1	data unknown	1497.73	0	0
2508	1	data unknown	273.575	0	0
2509	1	data unknown	42.4271	0	0
2510	1	data unknown	1797.65	0	0
2511	1	data unknown	261.429	0	0
2512	1	data unknown	957.443	0	0
2513	1	data unknown	1174.27	0	0
2514	1	data unknown	11.0092	0	0
2515	1	data unknown	1184.74	0	0
2516	1	data unknown	1829.2	0	0
2517	1	data unknown	244.919	0	0
2518	1	data unknown	1394.7	0	0
2519	1	data unknown	57.8384	0	0
2520	1	data unknown	2400.1	0	0
2521	1	data unknown	115.173	0	0
2522	1	data unknown	2265	0	0
2523	1	data unknown	393.295	0	0
2524	1	data unknown	1296.04	0	0
2525	1	data unknown	2176.57	0	0
2526	1	data unknown	1982.36	0	0
2527	1	data unknown	286.697	0	0
2528	1	data unknown	3958.48	0	0
2529	1	data unknown	283.333	0	0
2530	1	data unknown	1415.7	0	0
2531	1	data unknown	3234.82	0	0
2532	1	data unknown	1136.7	0	0
2533	1	data unknown	1794.07	0	0
2534	1	data unknown	2306.44	0	0
2535	1	data unknown	716.629	0	0
2536	1	data unknown	2673.1	0	0
2537	1	data unknown	2228.5	0	0
2538	1	data unknown	836.906	0	0
2539	1	data unknown	719.139	0	0
2540	1	data unknown	1856.87	0	0
2541	1	data unknown	35.1028	0	0
2542	1	data unknown	509.956	0	0
2543	1	data unknown	1776.4	0	0
2544	1	data unknown	6.54602	0	0
2545	1	data unknown	2254.38	0	0
2546	1	data unknown	737.846	0	0
2547	1	data unknown	2219.26	0	0
2548	1	data unknown	1281.39	0	0
2549	1	data unknown	386.337	0	0
2550	1	data unknown	297.935	0	0
2551	1	data unknown	422.295	0	0
2552	1	data unknown	849.609	0	0
2553	1	data unknown	352.509	0	0
2554	1	data unknown	228.188	0	0
2555	1	data unknown	1398.97	0	0
2556	1	data unknown	906.67	0	0
2557	1	data unknown	1237.72	0	0
2558	1	data unknown	727.013	0	0
2559	1	data unknown	657.417	0	0
2560	1	data unknown	561.516	0	0
2561	1	data unknown	1150.7	0	0
2562	1	data unknown	2429.22	0	0
2563	1	data unknown	286.018	0	0
2564	1	data unknown	2928.54	0	0
2565	1	data unknown	2124.91	0	0
2566	1	data unknown	269.417	0	0
2567	1	data unknown	1007.11	0	0
2568	1	data unknown	453.72	0	0
2569	1	data unknown	184.83	0	0
2570	1	data unknown	75.6302	0	0
2571	1	data unknown	960.449	0	0
2572	1	data unknown	1830.79	0	0
2573	1	data unknown	1024.03	0	0
2574	1	data unknown	2062.42	0	0
2575	1	data unknown	1702.19	0	0
2576	1	data unknown	413.071	0	0
2577	1	data unknown	964.409	0	0
2578	1	data unknown	1612.8	0	0
2579	1	data unknown	2251.05	0	0
2580	1	data unknown	1831.7	0	0
2581	1	data unknown	824.997	0	0
2582	1	data unknown	335.281	0	0
2583	1	data unknown	637.314	0	0
2584	1	data unknown	1399.01	0	0
2585	1	data unknown	931.824	0	0
2586	1	data unknown	2109.52	0	0
2587	1	data unknown	343.117	0	0
2588	1	data unknown	224.953	0	0
2589	1	data unknown	2572.73	0	0
2590	1	data unknown	1081.43	0	0
2591	1	data unknown	316.895	0	0
2592	1	data unknown	2258.64	0	0
2593	1	data unknown	2315.17	0	0
2594	1	data unknown	1902.47	0	0
2595	1	data unknown	1524.05	0	0
2596	1	data unknown	692.291	0	0
2597	1	data unknown	1749.43	0	0
2598	1	data unknown	16.3727	0	0
2599	1	data unknown	2113.93	0	0
2600	1	data unknown	3519.61	0	0
2601	1	data unknown	561.447	0	0
2602	1	data unknown	566.673	0	0
2603	1	data unknown	760.62	0	0
2604	1	data unknown	2657.75	0	0
2605	1	data unknown	1277.28	0	0
2606	1	data unknown	391.624	0	0
2607	1	data unknown	2242.74	0	0
2608	1	data unknown	1981.62	0	0
2609	1	data unknown	982.086	0	0
2610	1	data unknown	2706.76	0	0
2611	1	data unknown	2254.01	0	0
2612	1	data unknown	195.526	0	0
2613	1	data unknown	2235.47	0	0
2614	1	data unknown	2905.2	0	0
2615	1	data unknown	135.78	0	0
2616	1	data unknown	1282.81	0	0
2617	1	data unknown	1138.19	0	0
2618	1	data unknown	1326.05	0	0
2619	1	data unknown	327.98	0	0
2620	1	data unknown	2182.13	0	0
2621	1	data unknown	1118.51	0	0
2622	1	data unknown	1933.45	0	0
2623	1	data unknown	2969.91	0	0
2624	1	data unknown	663.857	0	0
2625	1	data unknown	76.1795	0	0
2626	1	data unknown	3221.87	0	0
2627	1	data unknown	148.422	0	0
2628	1	data unknown	2124.5	0	0
2629	1	data unknown	2716.4	0	0
2630	1	data unknown	2537.39	0	0
2631	1	data unknown	190.506	0	0
2632	1	data unknown	643.387	0	0
2633	1	data unknown	748.322	0	0
2634	1	data unknown	362.717	0	0
2635	1	data unknown	2263.24	0	0
2636	1	data unknown	1502.31	0	0
2637	1	data unknown	299.812	0	0
2638	1	data unknown	2261.02	0	0
2639	1	data unknown	1059.12	0	0
2640	1	data unknown	422.935	0	0
2641	1	data unknown	2353.89	0	0
2642	1	data unknown	1086.56	0	0
2643	1	data unknown	2585.29	0	0
2644	1	data unknown	1282.52	0	0
2645	1	data unknown	1753.56	0	0
2646	1	data unknown	2036.38	0	0
2647	1	data unknown	464.951	0	0
2648	1	data unknown	820.145	0	0
2649	1	data unknown	362.122	0	0
2650	1	data unknown	614.006	0	0
2651	1	data unknown	2488.02	0	0
2652	1	data unknown	585.098	0	0
2653	1	data unknown	610.313	0	0
2654	1	data unknown	1111	0	0
2655	1	data unknown	3457.69	0	0
2656	1	data unknown	2423.59	0	0
2657	1	data unknown	2912.75	0	0
2658	1	data unknown	1758.75	0	0
2659	1	data unknown	337.814	0	0
2660	1	data unknown	2813.83	0	0
2661	1	data unknown	1270.98	0	0
2662	1	data unknown	1195.6	0	0
2663	1	data unknown	1311.33	0	0
2664	1	data unknown	2260.64	0	0
2665	1	data unknown	1077.58	0	0
2666	1	data unknown	456.955	0	0
2667	1	data unknown	1057.76	0	0
2668	1	data unknown	2000.2	0	0
2669	1	data unknown	2308.62	0	0
2670	1	data unknown	1525.41	0	0
2671	1	data unknown	775.917	0	0
2672	1	data unknown	1694.44	0	0
2673	1	data unknown	3316.56	0	0
2674	1	data unknown	1473.41	0	0
2675	1	data unknown	2022.49	0	0
2676	1	data unknown	1284.48	0	0
2677	1	data unknown	2439.78	0	0
2678	1	data unknown	2989.26	0	0
2679	1	data unknown	1127.25	0	0
2680	1	data unknown	95.9015	0	0
2681	1	data unknown	1157.01	0	0
2682	1	data unknown	1206.56	0	0
2683	1	data unknown	2198.19	0	0
2684	1	data unknown	1524.05	0	0
2685	1	data unknown	843.513	0	0
2686	1	data unknown	156.616	0	0
2687	1	data unknown	2828.23	0	0
2688	1	data unknown	2035.08	0	0
2689	1	data unknown	2610.98	0	0
2690	1	data unknown	864.151	0	0
2691	1	data unknown	3302.74	0	0
2692	1	data unknown	2144.57	0	0
2693	1	data unknown	2419.13	0	0
2694	1	data unknown	254.494	0	0
2695	1	data unknown	2063.27	0	0
2696	1	data unknown	522.133	0	0
2697	1	data unknown	505.951	0	0
2698	1	data unknown	892.174	0	0
2699	1	data unknown	2207.46	0	0
2700	1	data unknown	163.483	0	0
2701	1	data unknown	431.335	0	0
2702	1	data unknown	1435.23	0	0
2703	1	data unknown	2524.32	0	0
