==================================================================
fastsimcoal started on 26/06/2025 at 15:32:23

TMRCAs per non-recombining segment
Locus	Segment_length	Data_Type	Time_(gen)	deme	Num_Mutations
7974	1	data unknown	80.3452	0	0
7975	1	data unknown	1891.48	0	0
7976	1	data unknown	411.163	0	0
7977	1	data unknown	311.47	0	0
7978	1	data unknown	1921.04	0	0
7979	1	data unknown	464.058	0	0
7980	1	data unknown	130.096	0	0
7981	1	data unknown	159.248	0	0
7982	1	data unknown	2017.81	0	0
7983	1	data unknown	1874.11	0	0
7984	1	data unknown	254.829	0	0
7985	1	data unknown	337.341	0	0
7986	1	data unknown	2136.93	0	0
7987	1	data unknown	1212.59	0	0
7988	1	data unknown	2622.53	0	0
7989	1	data unknown	1246.28	0	0
7990	1	data unknown	687.576	0	0
7991	1	data unknown	1366.59	0	0
7992	1	data unknown	1683.79	0	0
7993	1	data unknown	634.59	0	0
7994	1	data unknown	2977.09	0	0
7995	1	data unknown	1903.9	0	0
7996	1	data unknown	570.679	0	0
7997	1	data unknown	6.08826	0	0
7998	1	data unknown	456.177	0	0
7999	1	data unknown	821.548	0	0
8000	1	data unknown	360.565	0	0
8001	1	data unknown	3185.2	0	0
8002	1	data unknown	1037.61	0	0
8003	1	data unknown	1812.18	0	0
8004	1	data unknown	84.2514	0	0
8005	1	data unknown	347.855	0	0
8006	1	data unknown	1498.28	0	0
8007	1	data unknown	608.871	0	0
8008	1	data unknown	51.0864	0	0
8009	1	data unknown	1738.23	0	0
8010	1	data unknown	6.71387	0	0
8011	1	data unknown	2600.65	0	0
8012	1	data unknown	275.787	0	0
8013	1	data unknown	960.754	0	0
8014	1	data unknown	327.629	0	0
8015	1	data unknown	2402.28	0	0
8016	1	data unknown	2272.66	0	0
8017	1	data unknown	2110.74	0	0
8018	1	data unknown	2071.16	0	0
8019	1	data unknown	2906.04	0	0
8020	1	data unknown	114.601	0	0
8021	1	data unknown	1427.83	0	0
8022	1	data unknown	199.509	0	0
8023	1	data unknown	500.732	0	0
8024	1	data unknown	3376.73	0	0
8025	1	data unknown	1846.36	0	0
8026	1	data unknown	2106.16	0	0
8027	1	data unknown	2085.67	0	0
8028	1	data unknown	2033.08	0	0
8029	1	data unknown	296.051	0	0
8030	1	data unknown	746.651	0	0
8031	1	data unknown	1591.94	0	0
8032	1	data unknown	605.316	0	0
8033	1	data unknown	424.538	0	0
8034	1	data unknown	1336.18	0	0
8035	1	data unknown	1621.6	0	0
8036	1	data unknown	2458.92	0	0
8037	1	data unknown	2744.49	0	0
8038	1	data unknown	2160.4	0	0
8039	1	data unknown	2315.66	0	0
8040	1	data unknown	860.588	0	0
8041	1	data unknown	777.611	0	0
8042	1	data unknown	1240.39	0	0
8043	1	data unknown	319.176	0	0
8044	1	data unknown	2004.4	0	0
8045	1	data unknown	794.685	0	0
8046	1	data unknown	1504.62	0	0
8047	1	data unknown	1242.89	0	0
8048	1	data unknown	2142.15	0	0
8049	1	data unknown	305.771	0	0
8050	1	data unknown	250.969	0	0
8051	1	data unknown	1785.42	0	0
8052	1	data unknown	807.93	0	0
8053	1	data unknown	1884.41	0	0
8054	1	data unknown	2484.88	0	0
8055	1	data unknown	1388.57	0	0
8056	1	data unknown	464.851	0	0
8057	1	data unknown	2617.82	0	0
8058	1	data unknown	1176.95	0	0
8059	1	data unknown	1272.6	0	0
8060	1	data unknown	2325.47	0	0
8061	1	data unknown	107.895	0	0
8062	1	data unknown	2474.32	0	0
8063	1	data unknown	2823.55	0	0
8064	1	data unknown	353.531	0	0
8065	1	data unknown	214.165	0	0
8066	1	data unknown	1865.26	0	0
8067	1	data unknown	404.945	0	0
8068	1	data unknown	1109.98	0	0
8069	1	data unknown	51.4755	0	0
8070	1	data unknown	1286.13	0	0
8071	1	data unknown	2643	0	0
8072	1	data unknown	1063.1	0	0
8073	1	data unknown	2360.17	0	0
8074	1	data unknown	471.252	0	0
8075	1	data unknown	1116.28	0	0
8076	1	data unknown	1039.92	0	0
8077	1	data unknown	2071.04	0	0
8078	1	data unknown	1943.07	0	0
8079	1	data unknown	238.64	0	0
8080	1	data unknown	308.716	0	0
8081	1	data unknown	2436.41	0	0
8082	1	data unknown	395.233	0	0
8083	1	data unknown	750.595	0	0
8084	1	data unknown	293.144	0	0
8085	1	data unknown	278.282	0	0
8086	1	data unknown	2286.48	0	0
8087	1	data unknown	3472.67	0	0
8088	1	data unknown	454.018	0	0
8089	1	data unknown	1232.45	0	0
8090	1	data unknown	2391.61	0	0
8091	1	data unknown	474.724	0	0
8092	1	data unknown	4.76837	0	0
8093	1	data unknown	702.019	0	0
8094	1	data unknown	2177.57	0	0
8095	1	data unknown	781.296	0	0
8096	1	data unknown	440.819	0	0
8097	1	data unknown	910.675	0	0
8098	1	data unknown	882.378	0	0
8099	1	data unknown	469.048	0	0
8100	1	data unknown	1776.56	0	0
8101	1	data unknown	3198.21	0	0
8102	1	data unknown	1745.98	0	0
8103	1	data unknown	509.682	0	0
8104	1	data unknown	1025.38	0	0
8105	1	data unknown	88.3255	0	0
8106	1	data unknown	603.638	0	0
8107	1	data unknown	163.277	0	0
8108	1	data unknown	623.497	0	0
8109	1	data unknown	1328.35	0	0
8110	1	data unknown	123.665	0	0
8111	1	data unknown	1497.54	0	0
8112	1	data unknown	902.267	0	0
8113	1	data unknown	1181.41	0	0
8114	1	data unknown	74.6307	0	0
8115	1	data unknown	207.596	0	0
8116	1	data unknown	1381.29	0	0
8117	1	data unknown	507.996	0	0
8118	1	data unknown	2229.72	0	0
8119	1	data unknown	196.953	0	0
8120	1	data unknown	933.174	0	0
8121	1	data unknown	2358.44	0	0
8122	1	data unknown	1234.07	0	0
8123	1	data unknown	2010.49	0	0
8124	1	data unknown	787.811	0	0
8125	1	data unknown	2189.84	0	0
8126	1	data unknown	435.043	0	0
8127	1	data unknown	984.673	0	0
8128	1	data unknown	131.264	0	0
8129	1	data unknown	2899.16	0	0
8130	1	data unknown	20.2942	0	0
8131	1	data unknown	2550.09	0	0
8132	1	data unknown	26.5198	0	0
8133	1	data unknown	2032.71	0	0
8134	1	data unknown	1364	0	0
8135	1	data unknown	407.585	0	0
8136	1	data unknown	41.4429	0	0
8137	1	data unknown	2864.08	0	0
8138	1	data unknown	2128.06	0	0
8139	1	data unknown	409.454	0	0
8140	1	data unknown	1127.72	0	0
8141	1	data unknown	3005.96	0	0
8142	1	data unknown	3273.26	0	0
8143	1	data unknown	273.201	0	0
8144	1	data unknown	809.837	0	0
8145	1	data unknown	3071.21	0	0
8146	1	data unknown	2361.34	0	0
8147	1	data unknown	8.0719	0	0
8148	1	data unknown	368.889	0	0
8149	1	data unknown	61.7752	0	0
8150	1	data unknown	2290.34	0	0
8151	1	data unknown	1883.11	0	0
8152	1	data unknown	1995.43	0	0
8153	1	data unknown	112.267	0	0
8154	1	data unknown	878.044	0	0
8155	1	data unknown	1716.16	0	0
8156	1	data unknown	720.802	0	0
8157	1	data unknown	2116.23	0	0
8158	1	data unknown	4318.86	0	0
8159	1	data unknown	996.475	0	0
8160	1	data unknown	2164.59	0	0
8161	1	data unknown	312.653	0	0
8162	1	data unknown	659.622	0	0
8163	1	data unknown	1531.3	0	0
8164	1	data unknown	820.908	0	0
8165	1	data unknown	640.579	0	0
8166	1	data unknown	499.29	0	0
8167	1	data unknown	2870.89	0	0
8168	1	data unknown	1883.92	0	0
8169	1	data unknown	604.057	0	0
8170	1	data unknown	232.895	0	0
8171	1	data unknown	1346.36	0	0
8172	1	data unknown	303.047	0	0
8173	1	data unknown	150.597	0	0
8174	1	data unknown	604.05	0	0
8175	1	data unknown	1530.54	0	0
8176	1	data unknown	32.6691	0	0
8177	1	data unknown	712.73	0	0
8178	1	data unknown	348.701	0	0
8179	1	data unknown	252.007	0	0
8180	1	data unknown	568.367	0	0
8181	1	data unknown	1651.97	0	0
8182	1	data unknown	564.865	0	0
8183	1	data unknown	624.413	0	0
8184	1	data unknown	1755.63	0	0
8185	1	data unknown	4989.8	0	0
8186	1	data unknown	367.836	0	0
8187	1	data unknown	2071.93	0	0
8188	1	data unknown	1699.76	0	0
8189	1	data unknown	1313.38	0	0
8190	1	data unknown	1228.61	0	0
8191	1	data unknown	365.868	0	0
8192	1	data unknown	1353.37	0	0
8193	1	data unknown	1140.79	0	0
8194	1	data unknown	1076.3	0	0
8195	1	data unknown	244.835	0	0
8196	1	data unknown	2376.88	0	0
8197	1	data unknown	1614.76	0	0
8198	1	data unknown	2016.03	0	0
8199	1	data unknown	1442.48	0	0
8200	1	data unknown	2475.11	0	0
8201	1	data unknown	441.406	0	0
8202	1	data unknown	2211.47	0	0
8203	1	data unknown	1093.99	0	0
8204	1	data unknown	2382.11	0	0
8205	1	data unknown	117.737	0	0
8206	1	data unknown	2242.49	0	0
8207	1	data unknown	11.7416	0	0
8208	1	data unknown	2219.35	0	0
8209	1	data unknown	2030.46	0	0
8210	1	data unknown	2338.3	0	0
8211	1	data unknown	3062.33	0	0
8212	1	data unknown	595.688	0	0
8213	1	data unknown	3252.46	0	0
8214	1	data unknown	1540.25	0	0
8215	1	data unknown	929.283	0	0
8216	1	data unknown	680.855	0	0
8217	1	data unknown	1430.74	0	0
8218	1	data unknown	179.665	0	0
8219	1	data unknown	1400.89	0	0
8220	1	data unknown	1574.99	0	0
8221	1	data unknown	2137.9	0	0
8222	1	data unknown	2041.39	0	0
8223	1	data unknown	685.303	0	0
8224	1	data unknown	24.6048	0	0
8225	1	data unknown	1450.13	0	0
8226	1	data unknown	2955.22	0	0
8227	1	data unknown	1216.51	0	0
8228	1	data unknown	575.127	0	0
8229	1	data unknown	1110.33	0	0
8230	1	data unknown	1337.51	0	0
8231	1	data unknown	1331.09	0	0
8232	1	data unknown	2008.26	0	0
8233	1	data unknown	295.67	0	0
8234	1	data unknown	2154.14	0	0
8235	1	data unknown	2038.32	0	0
8236	1	data unknown	1391.96	0	0
8237	1	data unknown	636.169	0	0
8238	1	data unknown	1701.83	0	0
8239	1	data unknown	2607.9	0	0
8240	1	data unknown	972.214	0	0
8241	1	data unknown	3177.81	0	0
8242	1	data unknown	1669.04	0	0
8243	1	data unknown	1604.24	0	0
8244	1	data unknown	2337.23	0	0
8245	1	data unknown	325.256	0	0
8246	1	data unknown	1972.3	0	0
8247	1	data unknown	407.402	0	0
8248	1	data unknown	2387.85	0	0
8249	1	data unknown	111.107	0	0
8250	1	data unknown	3254.62	0	0
8251	1	data unknown	2053.21	0	0
8252	1	data unknown	985.413	0	0
8253	1	data unknown	549.217	0	0
8254	1	data unknown	1200.56	0	0
8255	1	data unknown	2241.84	0	0
8256	1	data unknown	4059.86	0	0
8257	1	data unknown	530.716	0	0
8258	1	data unknown	2147.75	0	0
8259	1	data unknown	973.419	0	0
8260	1	data unknown	1780.02	0	0
8261	1	data unknown	1645.03	0	0
8262	1	data unknown	177.567	0	0
8263	1	data unknown	1018.46	0	0
8264	1	data unknown	2338.03	0	0
8265	1	data unknown	2423.01	0	0
8266	1	data unknown	1.85394	0	0
8267	1	data unknown	2306.38	0	0
8268	1	data unknown	2253.39	0	0
8269	1	data unknown	4843.64	0	0
8270	1	data unknown	3489.09	0	0
8271	1	data unknown	523.781	0	0
8272	1	data unknown	2111.15	0	0
8273	1	data unknown	2207.07	0	0
8274	1	data unknown	25.6577	0	0
8275	1	data unknown	137.062	0	0
8276	1	data unknown	902.306	0	0
8277	1	data unknown	2533.23	0	0
8278	1	data unknown	2726.24	0	0
8279	1	data unknown	888.298	0	0
8280	1	data unknown	284.698	0	0
8281	1	data unknown	750.809	0	0
8282	1	data unknown	3278.84	0	0
8283	1	data unknown	2704.88	0	0
8284	1	data unknown	87.0285	0	0
8285	1	data unknown	982.712	0	0
8286	1	data unknown	233.749	0	0
8287	1	data unknown	187.393	0	0
8288	1	data unknown	1769.4	0	0
8289	1	data unknown	465.149	0	0
8290	1	data unknown	573.868	0	0
8291	1	data unknown	860.97	0	0
8292	1	data unknown	2626.96	0	0
8293	1	data unknown	2354.96	0	0
8294	1	data unknown	2286.83	0	0
8295	1	data unknown	1197.36	0	0
8296	1	data unknown	427.757	0	0
8297	1	data unknown	2077.41	0	0
8298	1	data unknown	439.026	0	0
8299	1	data unknown	943.275	0	0
8300	1	data unknown	87.2726	0	0
8301	1	data unknown	2059.94	0	0
8302	1	data unknown	980.659	0	0
8303	1	data unknown	166.122	0	0
8304	1	data unknown	134.239	0	0
8305	1	data unknown	2000.59	0	0
8306	1	data unknown	2804.19	0	0
8307	1	data unknown	2600.59	0	0
8308	1	data unknown	1249.77	0	0
8309	1	data unknown	526.711	0	0
8310	1	data unknown	33.371	0	0
8311	1	data unknown	2427.28	0	0
8312	1	data unknown	1428.62	0	0
8313	1	data unknown	1366.07	0	0
8314	1	data unknown	216.949	0	0
8315	1	data unknown	153.183	0	0
8316	1	data unknown	2196	0	0
8317	1	data unknown	954.323	0	0
8318	1	data unknown	527.245	0	0
8319	1	data unknown	424.66	0	0
8320	1	data unknown	300.949	0	0
8321	1	data unknown	2053.45	0	0
8322	1	data unknown	276.306	0	0
8323	1	data unknown	2393.07	0	0
8324	1	data unknown	305.595	0	0
8325	1	data unknown	71.8765	0	0
8326	1	data unknown	931.473	0	0
8327	1	data unknown	1616.44	0	0
8328	1	data unknown	2081.48	0	0
8329	1	data unknown	1851.61	0	0
8330	1	data unknown	412.247	0	0
8331	1	data unknown	3142.85	0	0
8332	1	data unknown	833.527	0	0
8333	1	data unknown	1374.28	0	0
8334	1	data unknown	217.262	0	0
8335	1	data unknown	92.0029	0	0
8336	1	data unknown	2060.44	0	0
8337	1	data unknown	2633.05	0	0
8338	1	data unknown	802.437	0	0
8339	1	data unknown	2090.36	0	0
8340	1	data unknown	2650.72	0	0
8341	1	data unknown	368.202	0	0
8342	1	data unknown	445.633	0	0
8343	1	data unknown	3238.01	0	0
8344	1	data unknown	2261.43	0	0
8345	1	data unknown	261.833	0	0
8346	1	data unknown	2101.99	0	0
8347	1	data unknown	2438.8	0	0
8348	1	data unknown	1405.16	0	0
8349	1	data unknown	164.78	0	0
8350	1	data unknown	35.347	0	0
8351	1	data unknown	21.6904	0	0
8352	1	data unknown	3170.23	0	0
8353	1	data unknown	505.02	0	0
8354	1	data unknown	217.384	0	0
8355	1	data unknown	2474.56	0	0
8356	1	data unknown	226.54	0	0
8357	1	data unknown	944.504	0	0
8358	1	data unknown	2821.04	0	0
8359	1	data unknown	191.742	0	0
8360	1	data unknown	648.163	0	0
8361	1	data unknown	1280.04	0	0
8362	1	data unknown	1811.66	0	0
8363	1	data unknown	532.295	0	0
8364	1	data unknown	876.167	0	0
8365	1	data unknown	2078.02	0	0
8366	1	data unknown	896.828	0	0
8367	1	data unknown	3527.42	0	0
8368	1	data unknown	476.753	0	0
8369	1	data unknown	2175.49	0	0
8370	1	data unknown	1766.22	0	0
8371	1	data unknown	2005.85	0	0
8372	1	data unknown	2769.25	0	0
8373	1	data unknown	1027.34	0	0
8374	1	data unknown	2263.02	0	0
8375	1	data unknown	823.7	0	0
8376	1	data unknown	21.225	0	0
8377	1	data unknown	3211.74	0	0
8378	1	data unknown	276.352	0	0
8379	1	data unknown	101.089	0	0
8380	1	data unknown	983.528	0	0
8381	1	data unknown	683.067	0	0
8382	1	data unknown	408.867	0	0
8383	1	data unknown	2921.31	0	0
8384	1	data unknown	828.247	0	0
8385	1	data unknown	252.075	0	0
8386	1	data unknown	537.773	0	0
8387	1	data unknown	246.88	0	0
8388	1	data unknown	1512.03	0	0
8389	1	data unknown	398.079	0	0
8390	1	data unknown	634.354	0	0
8391	1	data unknown	2559.7	0	0
8392	1	data unknown	596.375	0	0
8393	1	data unknown	81.3904	0	0
8394	1	data unknown	408.829	0	0
8395	1	data unknown	273.903	0	0
8396	1	data unknown	163.094	0	0
8397	1	data unknown	38.147	0	0
8398	1	data unknown	368.935	0	0
8399	1	data unknown	745.941	0	0
8400	1	data unknown	1310.31	0	0
8401	1	data unknown	1418.83	0	0
8402	1	data unknown	1029.29	0	0
8403	1	data unknown	2421.56	0	0
8404	1	data unknown	2571.52	0	0
8405	1	data unknown	2160.19	0	0
8406	1	data unknown	982.719	0	0
8407	1	data unknown	2459.47	0	0
8408	1	data unknown	631.248	0	0
8409	1	data unknown	1219.64	0	0
8410	1	data unknown	102.31	0	0
8411	1	data unknown	431.137	0	0
8412	1	data unknown	2076.22	0	0
8413	1	data unknown	1227.99	0	0
8414	1	data unknown	301.659	0	0
8415	1	data unknown	1394	0	0
8416	1	data unknown	2003.69	0	0
8417	1	data unknown	1134.86	0	0
8418	1	data unknown	2263.74	0	0
8419	1	data unknown	391.113	0	0
8420	1	data unknown	2180.17	0	0
8421	1	data unknown	103.63	0	0
8422	1	data unknown	3478.04	0	0
8423	1	data unknown	2426.23	0	0
8424	1	data unknown	1380.57	0	0
8425	1	data unknown	969.795	0	0
8426	1	data unknown	220.634	0	0
8427	1	data unknown	2156.84	0	0
8428	1	data unknown	901.024	0	0
8429	1	data unknown	790.428	0	0
8430	1	data unknown	2001.94	0	0
8431	1	data unknown	2239.18	0	0
8432	1	data unknown	2697.19	0	0
8433	1	data unknown	702.339	0	0
8434	1	data unknown	413.94	0	0
8435	1	data unknown	1849.06	0	0
8436	1	data unknown	1253.54	0	0
8437	1	data unknown	2203.41	0	0
8438	1	data unknown	133.881	0	0
8439	1	data unknown	4374.16	0	0
8440	1	data unknown	197.678	0	0
8441	1	data unknown	956.032	0	0
8442	1	data unknown	2413.19	0	0
8443	1	data unknown	2305.34	0	0
8444	1	data unknown	1908.01	0	0
8445	1	data unknown	405.579	0	0
8446	1	data unknown	629.532	0	0
8447	1	data unknown	2527.8	0	0
8448	1	data unknown	17.3798	0	0
8449	1	data unknown	181.305	0	0
8450	1	data unknown	2216.33	0	0
8451	1	data unknown	1676.9	0	0
8452	1	data unknown	1563.48	0	0
8453	1	data unknown	1033.94	0	0
8454	1	data unknown	372.742	0	0
8455	1	data unknown	2055.7	0	0
8456	1	data unknown	2071.42	0	0
8457	1	data unknown	2001.66	0	0
8458	1	data unknown	2662.22	0	0
8459	1	data unknown	2007.98	0	0
8460	1	data unknown	857.323	0	0
8461	1	data unknown	969.978	0	0
8462	1	data unknown	2016.88	0	0
8463	1	data unknown	433.273	0	0
8464	1	data unknown	1911.05	0	0
8465	1	data unknown	922.081	0	0
8466	1	data unknown	91.3467	0	0
8467	1	data unknown	189.697	0	0
8468	1	data unknown	810.402	0	0
8469	1	data unknown	119.019	0	0
8470	1	data unknown	2160.07	0	0
8471	1	data unknown	3.39508	0	0
8472	1	data unknown	1784.02	0	0
8473	1	data unknown	1801.96	0	0
8474	1	data unknown	914.597	0	0
8475	1	data unknown	816.62	0	0
8476	1	data unknown	1131.83	0	0
8477	1	data unknown	165.97	0	0
8478	1	data unknown	1621.54	0	0
8479	1	data unknown	503.151	0	0
8480	1	data unknown	2439.79	0	0
8481	1	data unknown	1925.87	0	0
8482	1	data unknown	2329.25	0	0
8483	1	data unknown	2188.87	0	0
8484	1	data unknown	840.714	0	0
8485	1	data unknown	578.712	0	0
8486	1	data unknown	3575.87	0	0
8487	1	data unknown	3324.46	0	0
8488	1	data unknown	1168.58	0	0
8489	1	data unknown	1337.2	0	0
8490	1	data unknown	533.707	0	0
8491	1	data unknown	1650.7	0	0
8492	1	data unknown	767.601	0	0
8493	1	data unknown	2198.99	0	0
8494	1	data unknown	2023.59	0	0
8495	1	data unknown	2030.77	0	0
8496	1	data unknown	681.297	0	0
8497	1	data unknown	2088.42	0	0
8498	1	data unknown	501.205	0	0
8499	1	data unknown	650.108	0	0
8500	1	data unknown	2218.58	0	0
8501	1	data unknown	2042.68	0	0
8502	1	data unknown	2913.6	0	0
8503	1	data unknown	2711.66	0	0
8504	1	data unknown	2649.34	0	0
8505	1	data unknown	2382.55	0	0
8506	1	data unknown	913.536	0	0
8507	1	data unknown	2576.48	0	0
8508	1	data unknown	155.128	0	0
8509	1	data unknown	115.219	0	0
8510	1	data unknown	472.061	0	0
8511	1	data unknown	79.1702	0	0
8512	1	data unknown	2350.85	0	0
8513	1	data unknown	2219.43	0	0
8514	1	data unknown	1363.79	0	0
8515	1	data unknown	2905.66	0	0
8516	1	data unknown	632.286	0	0
8517	1	data unknown	2147.71	0	0
8518	1	data unknown	118.752	0	0
8519	1	data unknown	2955.49	0	0
8520	1	data unknown	2238.43	0	0
8521	1	data unknown	1172.94	0	0
8522	1	data unknown	815.697	0	0
8523	1	data unknown	414.94	0	0
8524	1	data unknown	752.93	0	0
8525	1	data unknown	2192.95	0	0
8526	1	data unknown	3277.19	0	0
8527	1	data unknown	2597.3	0	0
8528	1	data unknown	1742.84	0	0
8529	1	data unknown	928.848	0	0
8530	1	data unknown	1107.17	0	0
8531	1	data unknown	395.5	0	0
8532	1	data unknown	621.216	0	0
8533	1	data unknown	1114.51	0	0
8534	1	data unknown	3596.91	0	0
8535	1	data unknown	619.804	0	0
8536	1	data unknown	312.637	0	0
8537	1	data unknown	47.3633	0	0
8538	1	data unknown	2477.04	0	0
8539	1	data unknown	2501.51	0	0
8540	1	data unknown	357.719	0	0
8541	1	data unknown	737.518	0	0
8542	1	data unknown	2104.89	0	0
8543	1	data unknown	2870.91	0	0
8544	1	data unknown	2297.16	0	0
8545	1	data unknown	2114.64	0	0
8546	1	data unknown	2027.45	0	0
8547	1	data unknown	17.7383	0	0
8548	1	data unknown	1860.7	0	0
8549	1	data unknown	1203.7	0	0
8550	1	data unknown	1131.94	0	0
8551	1	data unknown	2080.83	0	0
8552	1	data unknown	1404.01	0	0
8553	1	data unknown	2056.54	0	0
8554	1	data unknown	2158.66	0	0
8555	1	data unknown	97.6486	0	0
8556	1	data unknown	2222.4	0	0
8557	1	data unknown	1572.76	0	0
8558	1	data unknown	3028.44	0	0
8559	1	data unknown	1246.59	0	0
8560	1	data unknown	210.327	0	0
8561	1	data unknown	597.481	0	0
8562	1	data unknown	1216.59	0	0
8563	1	data unknown	1567.87	0	0
8564	1	data unknown	2633.46	0	0
8565	1	data unknown	1131.81	0	0
8566	1	data unknown	2106.92	0	0
8567	1	data unknown	1640.03	0	0
8568	1	data unknown	15.2435	0	0
8569	1	data unknown	176.498	0	0
8570	1	data unknown	1735.89	0	0
8571	1	data unknown	2113.08	0	0
8572	1	data unknown	578.651	0	0
8573	1	data unknown	681.267	0	0
8574	1	data unknown	2032.86	0	0
8575	1	data unknown	3809.47	0	0
8576	1	data unknown	1525.32	0	0
8577	1	data unknown	2409.42	0	0
8578	1	data unknown	944.817	0	0
8579	1	data unknown	306.961	0	0
8580	1	data unknown	303.528	0	0
8581	1	data unknown	1430.51	0	0
8582	1	data unknown	3303.86	0	0
8583	1	data unknown	632.591	0	0
8584	1	data unknown	1879.14	0	0
8585	1	data unknown	1351.47	0	0
8586	1	data unknown	2185.97	0	0
8587	1	data unknown	183.273	0	0
8588	1	data unknown	2398.21	0	0
8589	1	data unknown	2446.66	0	0
8590	1	data unknown	373.093	0	0
8591	1	data unknown	2098.15	0	0
8592	1	data unknown	1115.03	0	0
8593	1	data unknown	1062.45	0	0
8594	1	data unknown	2074.07	0	0
8595	1	data unknown	1725.51	0	0
8596	1	data unknown	533.226	0	0
8597	1	data unknown	1287.96	0	0
8598	1	data unknown	1517.46	0	0
8599	1	data unknown	2258.35	0	0
8600	1	data unknown	2539.82	0	0
8601	1	data unknown	460.724	0	0
8602	1	data unknown	1104.62	0	0
8603	1	data unknown	3070.55	0	0
8604	1	data unknown	2120.82	0	0
8605	1	data unknown	850.693	0	0
8606	1	data unknown	640.747	0	0
8607	1	data unknown	547.264	0	0
8608	1	data unknown	1866.83	0	0
8609	1	data unknown	1039.05	0	0
8610	1	data unknown	2135.92	0	0
8611	1	data unknown	905.411	0	0
8612	1	data unknown	215.401	0	0
8613	1	data unknown	2832.08	0	0
8614	1	data unknown	838.57	0	0
8615	1	data unknown	272.301	0	0
8616	1	data unknown	2226.57	0	0
8617	1	data unknown	402.405	0	0
8618	1	data unknown	1224.21	0	0
8619	1	data unknown	340.446	0	0
8620	1	data unknown	2368.99	0	0
8621	1	data unknown	1640.4	0	0
8622	1	data unknown	3752.25	0	0
8623	1	data unknown	173.317	0	0
8624	1	data unknown	1112.47	0	0
8625	1	data unknown	356.186	0	0
8626	1	data unknown	1352.58	0	0
8627	1	data unknown	2212.55	0	0
8628	1	data unknown	429.062	0	0
8629	1	data unknown	2124.56	0	0
8630	1	data unknown	2735.81	0	0
8631	1	data unknown	1163.6	0	0
8632	1	data unknown	1384.96	0	0
8633	1	data unknown	769.348	0	0
8634	1	data unknown	1043.01	0	0
8635	1	data unknown	115.318	0	0
8636	1	data unknown	2275.38	0	0
8637	1	data unknown	301.91	0	0
8638	1	data unknown	2150.22	0	0
8639	1	data unknown	1363.18	0	0
8640	1	data unknown	562.981	0	0
8641	1	data unknown	1640.91	0	0
8642	1	data unknown	2213.53	0	0
8643	1	data unknown	2406.22	0	0
8644	1	data unknown	2727.05	0	0
8645	1	data unknown	130.112	0	0
8646	1	data unknown	890.228	0	0
8647	1	data unknown	425.117	0	0
8648	1	data unknown	2349.78	0	0
8649	1	data unknown	2251.46	0	0
8650	1	data unknown	780.754	0	0
8651	1	data unknown	2224.87	0	0
8652	1	data unknown	4862	0	0
8653	1	data unknown	935.707	0	0
8654	1	data unknown	1775.86	0	0
8655	1	data unknown	306.854	0	0
8656	1	data unknown	2036.2	0	0
8657	1	data unknown	278.03	0	0
8658	1	data unknown	2726.27	0	0
8659	1	data unknown	943.52	0	0
8660	1	data unknown	681.267	0	0
8661	1	data unknown	3129.52	0	0
8662	1	data unknown	2353.08	0	0
8663	1	data unknown	343.338	0	0
8664	1	data unknown	2084.9	0	0
8665	1	data unknown	1093.95	0	0
8666	1	data unknown	198.471	0	0
8667	1	data unknown	4890.2	0	0
8668	1	data unknown	255.211	0	0
8669	1	data unknown	1176.05	0	0
8670	1	data unknown	1372.76	0	0
8671	1	data unknown	762.726	0	0
8672	1	data unknown	2010.86	0	0
8673	1	data unknown	3417.84	0	0
8674	1	data unknown	40.1154	0	0
8675	1	data unknown	1847.5	0	0
8676	1	data unknown	2858.19	0	0
8677	1	data unknown	97.2061	0	0
8678	1	data unknown	2250.84	0	0
8679	1	data unknown	170.448	0	0
8680	1	data unknown	2176.73	0	0
8681	1	data unknown	2879.11	0	0
8682	1	data unknown	2256.32	0	0
8683	1	data unknown	2653.1	0	0
8684	1	data unknown	144.463	0	0
8685	1	data unknown	2593.98	0	0
8686	1	data unknown	160.316	0	0
8687	1	data unknown	2653.16	0	0
8688	1	data unknown	3496.03	0	0
8689	1	data unknown	159.492	0	0
8690	1	data unknown	2024.31	0	0
8691	1	data unknown	1549.26	0	0
8692	1	data unknown	1293.69	0	0
8693	1	data unknown	90.5533	0	0
8694	1	data unknown	2534.68	0	0
8695	1	data unknown	1649.1	0	0
8696	1	data unknown	344.17	0	0
8697	1	data unknown	2237.31	0	0
8698	1	data unknown	2744.86	0	0
8699	1	data unknown	61.3632	0	0
8700	1	data unknown	2366.25	0	0
8701	1	data unknown	630.081	0	0
8702	1	data unknown	2551.46	0	0
8703	1	data unknown	2806.46	0	0
8704	1	data unknown	807.762	0	0
8705	1	data unknown	74.5316	0	0
8706	1	data unknown	98.9685	0	0
8707	1	data unknown	2301.12	0	0
8708	1	data unknown	440.338	0	0
8709	1	data unknown	1360.73	0	0
8710	1	data unknown	429.604	0	0
8711	1	data unknown	618.393	0	0
8712	1	data unknown	939.232	0	0
8713	1	data unknown	1441.57	0	0
8714	1	data unknown	2340.02	0	0
8715	1	data unknown	2640.21	0	0
8716	1	data unknown	19.3405	0	0
8717	1	data unknown	752.823	0	0
8718	1	data unknown	1513.85	0	0
8719	1	data unknown	849.304	0	0
8720	1	data unknown	1879.71	0	0
8721	1	data unknown	255.707	0	0
